# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Feb 11 18:07:50 2019
#
# CONSTRAINT:  where (k2c_disp like '%CANDIDATE%'
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
824,EPIC 211383821,EPIC 211383821.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h44m09.92s,131.041351,+11d23m07.8s,11.385502,1.56700000,,,0,2457140.162000,,,0,,,,,,,,,0.01804,,,0,,,,,,,,,14.044,,0,11.506,0.024,0
825,EPIC 211383821,EPIC 211383821.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h44m09.92s,131.041351,+11d23m07.8s,11.385502,1.56706496,,,0,2457143.288349,,,0,,,,,,,,,,,,,,,,,,,,,14.044,,0,11.506,0.024,0
826,EPIC 211390903,EPIC 211390903.01,,CANDIDATE,<a refstr=NARDIELLO_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.1831N target=ref>Nardiello et al. 2016</a>,CANDIDATE,1,08h49m06.74s,132.278091,+11d29m52.9s,11.498017,7.75759500,0.00082200,-0.00082200,0,2457147.806050,0.003955,-0.003955,0,89.170,0.280,-0.280,0,,,,,0.02510,0.00070,-0.00070,0,1.950,,,0,0.71,,,0,12.970,,0,10.490,0.018,0
831,EPIC 211399359,EPIC 211399359.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h32m16.11s,128.067139,+11d37m50.6s,11.630727,3.11500000,,,0,2457141.418000,,,0,,,,,,,,,0.15302,,,0,,,,,,,,,14.424,,0,12.391,0.027,0
832,EPIC 211399359,EPIC 211399359.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h32m16.11s,128.067139,+11d37m50.6s,11.630727,3.11487800,0.00002100,-0.00002300,0,2457144.533080,0.000272,-0.000268,0,,,,,,,,,0.14930,0.00130,-0.00060,0,12.500,0.500,-0.400,0,0.77,,,0,14.424,,0,12.391,0.027,0
833,EPIC 211399359,EPIC 211399359.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,0,08h32m16.11s,128.067139,+11d37m50.6s,11.630727,3.11491262,,,0,2457144.531723,,,0,,,,,,,,,,,,,,,,,,,,,14.424,,0,12.391,0.027,0
834,EPIC 211401787,EPIC 211401787.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h27m35.27s,126.896957,+11d40m02.9s,11.667474,13.77382600,0.00106900,-0.00108500,0,2457151.068490,0.002476,-0.002357,0,88.634,0.985,-2.448,0,20.111619,2.534929,-7.491817,0,0.01795,0.00185,-0.00069,0,3.295,0.624,-0.472,0,1.68,0.27,-0.23,0,9.709,,0,8.412,0.023,0
835,EPIC 211401787,EPIC 211401787.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h27m35.27s,126.896957,+11d40m02.9s,11.667474,13.77300000,,,0,2457151.069000,,,0,,,,,,,,,0.01564,,,0,,,,,,,,,9.709,,0,8.412,0.023,0
836,EPIC 211401787,EPIC 211401787.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,0,08h27m35.27s,126.896957,+11d40m02.9s,11.667474,13.77262600,0.00145900,-0.00139100,0,2457151.069460,0.003023,-0.003197,0,,,,,,,,,0.01600,0.00130,-0.00060,0,2.200,0.400,-0.200,0,1.25,,,0,9.709,,0,8.412,0.023,0
837,EPIC 211413463,EPIC 211413463.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h35m39.57s,128.914886,+11d50m37.0s,11.843622,3.25182000,0.00006800,-0.00006600,0,2457143.937580,0.000837,-0.000865,0,,,,,,,,,0.48640,0.27210,-0.18790,0,33.200,22.800,-18.500,0,0.63,,,0,17.303,,0,14.641,0.079,0
842,EPIC 211418290,EPIC 211418290.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h37m12.55s,129.302307,+11d54m56.6s,11.915721,5.03207000,0.00010200,-0.00009700,0,2457141.807040,0.000811,-0.000861,0,88.411,1.080,-1.450,0,4.920661,0.050733,-0.105406,0,0.09133,0.00069,-0.00063,0,36.710,5.412,-3.937,0,3.69,0.54,-0.39,0,11.504,,0,9.755,0.018,0
846,EPIC 211424769,EPIC 211424769.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h35m24.64s,128.852676,+12d00m41.9s,12.011650,5.17600000,,,0,2457144.498000,,,0,,,,,,,,,0.05904,,,0,,,,,,,,,9.438,,0,7.949,0.026,0
847,EPIC 211424769,EPIC 211424769.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h35m24.64s,128.852676,+12d00m41.9s,12.011650,5.17624300,0.00004000,-0.00004100,0,2457144.498370,0.000307,-0.000310,0,85.085,0.891,-1.230,0,12.490944,1.133042,-0.871647,0,0.15930,0.20368,-0.06237,0,19.443,24.930,-7.700,0,1.12,0.11,-0.07,0,9.438,,0,7.949,0.026,0
848,EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,1.61091100,0.00007300,-0.00007300,0,2457142.275940,0.001802,-0.001759,0,,,,,,,,,0.02490,0.00380,-0.00160,0,1.500,0.700,-0.600,0,0.56,,,0,13.205,,0,9.624,0.023,0
849,EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,0,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,1.61092000,0.00006000,-0.00006000,0,2457142.275000,0.001000,-0.001000,0,89.090,,,0,12.870000,,,0,0.02400,0.00100,-0.00100,0,0.750,0.080,-0.080,0,,,,,13.205,,0,9.624,0.023,0
850,EPIC 211428897,EPIC 211428897.02,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,2.17784600,0.00018800,-0.00020600,0,2457143.653520,0.004078,-0.003534,0,,,,,,,,,0.01930,0.00300,-0.00150,0,1.200,0.500,-0.500,0,0.56,,,0,13.205,,0,9.624,0.023,0
851,EPIC 211428897,EPIC 211428897.02,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,0,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,2.17807000,0.00012000,-0.00012000,0,2457143.647000,0.002000,-0.002000,0,89.220,,,0,16.480000,,,0,0.02100,0.00100,-0.00100,0,0.650,0.070,-0.070,0,,,,,13.205,,0,9.624,0.023,0
852,EPIC 211428897,EPIC 211428897.03,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,4.96883000,0.00038000,-0.00037000,0,2457173.523000,0.002000,-0.002000,0,89.530,,,0,29.340000,,,0,0.02100,0.00100,-0.00100,0,0.670,0.080,-0.080,0,,,,,13.205,,0,9.624,0.023,0
853,EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h35m25.81s,128.857544,+12d04m33.0s,12.075844,1.61100000,,,0,2457140.661000,,,0,,,,,,,,,0.02275,,,0,,,,,,,,,13.205,,0,9.624,0.023,0
854,EPIC 211432103,EPIC 211432103.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h55m24.59s,133.852478,+12d07m36.0s,12.126656,0.93346092,,,0,2457142.173064,,,0,,,,,,,,,,,,,,,,,,,,,10.249,,0,8.639,0.023,0
855,EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.64100000,,,0,2457146.510000,,,0,,,,,,,,,0.01690,,,0,,,,,,,,,13.075,,0,11.175,0.019,0
856,EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=NARDIELLO_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.463.1831N target=ref>Nardiello et al. 2016</a>,CANDIDATE,0,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.63417900,0.00522900,-0.00522900,0,2457183.798090,0.006405,-0.006405,0,89.750,0.100,-0.100,0,,,,,0.01660,0.00050,-0.00050,0,1.490,,,0,0.82,,,0,13.075,,0,11.175,0.019,0
857,EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h47m53.65s,131.973526,+12d13m54.9s,12.231904,18.64504600,0.00620200,-0.00571800,0,2457146.510590,0.011421,-0.011071,0,,,,,,,,,0.01910,0.00300,-0.00160,0,1.800,0.300,-0.200,0,0.84,,,0,13.075,,0,11.175,0.019,0
861,EPIC 211490999,EPIC 211490999.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h43m11.72s,130.798843,+13d00m34.5s,13.009593,9.84400000,,,0,2457146.330000,,,0,,,,,,,,,0.02843,,,0,,,,,,,,,13.416,,0,11.870,0.025,0
862,EPIC 211490999,EPIC 211490999.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,08h43m11.72s,130.798843,+13d00m34.5s,13.009593,9.84401700,0.00065100,-0.00066000,0,2457146.329090,0.002405,-0.002418,0,,,,,,,,,0.03050,0.00320,-0.00110,0,3.000,0.400,-0.200,0,0.91,,,0,13.416,,0,11.870,0.025,0
866,EPIC 211492449,EPIC 211492449.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h43m45.22s,130.938431,+13d01m49.6s,13.030436,16.24196986,,,0,2457149.887040,,,0,,,,,,,,,,,,,,,,,,,,,14.277,,0,11.824,0.020,0
867,EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,09h00m04.74s,135.019760,+13d16m25.9s,13.273871,20.35874800,0.00036100,-0.00036600,0,2457151.413400,0.000718,-0.000715,0,,,,,,,,,0.17300,0.00220,-0.00120,0,10.000,4.000,-4.000,0,0.53,,,0,15.725,,0,12.555,0.024,0
868,EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,0,09h00m04.74s,135.019760,+13d16m25.9s,13.273871,20.35954000,0.00034000,-0.00032000,0,2457151.412000,0.001000,-0.001000,0,89.580,,,0,47.660000,,,0,0.18200,0.00300,-0.00200,0,10.850,0.590,-0.590,0,,,,,15.725,,0,12.555,0.024,0
869,EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,09h00m04.74s,135.019760,+13d16m25.9s,13.273871,20.35900000,,,0,2457151.414000,,,0,,,,,,,,,0.18200,,,0,,,,,,,,,15.725,,0,12.555,0.024,0
878,EPIC 211541590,EPIC 211541590.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,09h08m42.46s,137.176926,+13d43m27.4s,13.724288,9.81881482,,,0,2457143.386971,,,0,,,,,,,,,,,,,,,,,,,,,14.336,,0,10.648,0.022,0
886,EPIC 211569704,EPIC 211569704.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,08h28m01.12s,127.004677,+14d07m10.6s,14.119618,34.02300000,,,0,2457156.994000,,,0,,,,,,,,,0.01756,,,0,,,,,,,,,11.997,,0,9.540,0.021,0
887,EPIC 211572511,EPIC 211572511.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h26m05.22s,126.521767,+14d09m26.1s,14.157244,10.39528014,,,0,2457152.270561,,,0,,,,,,,,,,,,,,,,,,,,,11.686,,0,10.269,0.020,0
888,EPIC 211578235,EPIC 211578235.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,0,09h00m14.74s,135.061432,+14d14m15.2s,14.237560,11.00357542,,,0,2457147.986947,,,0,,,,,,,,,,,,,,,,,,,,,14.330,,0,12.500,0.022,0
889,EPIC 211578235,EPIC 211578235.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2017 href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,1,09h00m14.74s,135.061432,+14d14m15.2s,14.237560,11.00753700,0.00028600,-0.00029500,0,2457147.979220,0.001063,-0.001070,0,,,,,,,,,0.40560,0.37660,-0.25600,0,41.500,39.000,-26.400,0,0.94,,,0,14.330,,0,12.500,0.022,0
890,EPIC 211579112,EPIC 211579112.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,09h03m32.00s,135.883331,+14d15m01.9s,14.250527,17.70300000,,,0,2457156.427000,,,0,,,,,,,,,0.08067,,,0,,,,,,,,,15.768,,0,12.638,0.026,0
891,EPIC 211579683,EPIC 211579683.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h20m51.49s,125.214546,+14d15m31.2s,14.258666,9.01258853,,,0,2457144.614253,,,0,,,,,,,,,,,,,,,,,,,,,14.029,,0,11.856,0.021,0
892,EPIC 211586387,EPIC 211586387.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,09h07m12.27s,136.801117,+14d21m19.7s,14.355476,35.38300000,,,0,2457142.906000,,,0,,,,,,,,,0.03074,,,0,,,,,,,,,14.296,,0,12.043,0.022,0
897,EPIC 211606790,EPIC 211606790.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,09h08m34.67s,137.144440,+14d37m51.2s,14.630882,37.24686900,0.00084700,-0.00069300,0,2457150.089690,0.000502,-0.000566,0,88.201,0.201,-0.229,0,32.293665,2.054716,-1.853462,0,0.14789,0.05579,-0.03071,0,23.804,9.661,-5.647,0,1.48,0.22,-0.17,0,12.673,,0,10.398,0.025,0
898,EPIC 211611158,EPIC 211611158.02,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h41m02.32s,130.259659,+14d41m25.2s,14.690320,52.71407200,0.00381900,-0.00355800,0,2457159.158110,0.002500,-0.002363,0,89.003,0.790,-0.782,0,47.691023,32.657639,-17.280170,0,0.02803,0.00436,-0.00432,0,2.796,0.455,-0.442,0,0.91,0.04,-0.03,0,12.414,,0,10.680,0.019,0
900,EPIC 211645912,EPIC 211645912.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,1,08h19m59.30s,124.997086,+15d10m40.4s,15.177895,10.67300000,,,0,2457140.540000,,,0,,,,,,,,,0.01656,,,0,,,,,,,,,12.475,,0,11.096,0.020,0
902,EPIC 211682423,EPIC 211682423.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h48m22.25s,132.092697,+15d40m44.1s,15.678911,6.96350934,,,0,2457148.728264,,,0,,,,,,,,,,,,,,,,,,,,,12.617,,0,11.331,0.020,0
904,EPIC 211685045,EPIC 211685045.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....152...47A target=ref>Adams et al. 2016</a>,CANDIDATE,1,08h13m26.31s,123.359619,+15d42m49.5s,15.713759,0.76905700,0.00052000,-0.00052000,0,2457201.383520,0.001890,-0.001860,0,82.900,5.000,-8.800,0,3.300000,0.400000,-0.700000,0,0.03500,0.00300,-0.00200,0,2.060,0.520,-0.520,0,0.54,0.13,-0.13,0,14.984,,0,11.969,0.021,0
905,EPIC 211694226,EPIC 211694226.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,1,08h50m21.55s,132.589783,+15d50m17.1s,15.838075,1.91828000,0.00019000,-0.00017000,0,2457175.946000,0.002000,-0.002000,0,86.200,,,0,10.530000,,,0,0.02100,0.00200,-0.00200,0,1.000,0.140,-0.110,0,,,,,14.434,,0,11.058,0.024,0
910,EPIC 211719484,EPIC 211719484.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h13m55.65s,123.481888,+16d10m41.0s,16.178066,0.36091387,,,0,2457142.517639,,,0,,,,,,,,,,,,,,,,,,,,,12.560,,0,11.222,0.020,0
911,EPIC 211731298,EPIC 211731298.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,1,08h36m09.89s,129.041199,+16d20m37.3s,16.343693,1.99067602,,,0,2457143.328698,,,0,,,,,,,,,,,,,,,,,,,,,13.038,,0,11.228,0.018,0
912,EPIC 211733267,EPIC 211733267.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h40m02.26s,130.009415,+16d22m20.7s,16.372406,8.65800000,,,0,2457144.931000,,,0,,,,,,,,,0.07521,,,0,,,,,,,,,12.150,,0,10.287,0.017,0
913,EPIC 211733267,EPIC 211733267.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h40m02.26s,130.009415,+16d22m20.7s,16.372406,8.65816800,0.00003000,-0.00003000,0,2457144.931750,0.000145,-0.000145,0,87.361,0.374,-0.394,0,22.993247,1.448595,-1.021623,0,0.19210,0.11431,-0.05882,0,17.160,10.245,-5.288,0,0.82,0.04,-0.03,0,12.150,,0,10.287,0.017,0
914,EPIC 211733267,EPIC 211733267.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,0,08h40m02.26s,130.009415,+16d22m20.7s,16.372406,8.65871336,,,0,2457144.929997,,,0,,,,,,,,,,,,,,,,,,,,,12.150,,0,10.287,0.017,0
919,EPIC 211743874,EPIC 211743874.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,1,08h37m33.53s,129.389694,+16d31m19.6s,16.522102,12.28234300,0.00165600,-0.00184100,0,2457148.208730,0.005108,-0.004894,0,88.507,1.065,-2.178,0,19.144527,2.733563,-6.331516,0,0.01642,0.00126,-0.00098,0,2.526,0.381,-0.379,0,1.41,0.18,-0.19,0,12.486,,0,11.281,0.020,0
920,EPIC 211743874,EPIC 211743874.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,0,08h37m33.53s,129.389694,+16d31m19.6s,16.522102,12.28100000,,,0,2457148.217000,,,0,,,,,,,,,0.01525,,,0,,,,,,,,,12.486,,0,11.281,0.020,0
